Fecha,Media
27/3/2012,0.47988698
28/3/2012,0.668287054
29/3/2012,0.79507201
30/3/2012,0.892234312
31/3/2012,0.843653161
1/4/2012,1.001245675
2/4/2012,1.379230729
3/4/2012,1.142249504
4/4/2012,0.799811634
5/4/2012,0.85905694
6/4/2012,0.960958867
7/4/2012,0.732271985
8/4/2012,0.645773838
9/4/2012,0.594822875
10/4/2012,0.718053112
11/4/2012,0.635109683
12/4/2012,0.842468255
13/4/2012,0.60548703
14/4/2012,0.483441699
15/4/2012,0.291486907
16/4/2012,0.714498393
17/4/2012,0.489366229
18/4/2012,0.509509634
19/4/2012,0.536762474
20/4/2012,0.560460597
21/4/2012,0.304520874
22/4/2012,0.350732213
23/4/2012,0.750045577
24/4/2012,0.488181323
25/4/2012,0.406422801
26/4/2012,0.773743699
27/4/2012,1.44321566
28/4/2012,3.410159827
29/4/2012,6.133074101
30/4/2012,2.936197377
1/5/2012,2.295163163
2/5/2012,1.944430951
3/5/2012,1.753661064
4/5/2012,1.88044602
5/5/2012,1.790393154
6/5/2012,1.707449726
7/5/2012,1.830679963
8/5/2012,1.978793228
9/5/2012,2.84969923
10/5/2012,4.744364123
11/5/2012,6.483806314
12/5/2012,6.94354989
13/5/2012,6.983836699
14/5/2012,6.441149694
15/5/2012,5.079692556
16/5/2012,3.426748512
17/5/2012,3.186212569
18/5/2012,4.580847078
19/5/2012,4.513307429
20/5/2012,4.924469854
21/5/2012,3.21346541
22/5/2012,2.802302985
23/5/2012,2.625751972
24/5/2012,3.02388043
25/5/2012,3.393571141
26/5/2012,3.215835222
27/5/2012,3.522725909
28/5/2012,3.105638953
29/5/2012,3.200431443
30/5/2012,2.885246414
